expediente,pueblo,scall_col,territorial,fecha_instalacion,alcaldia,instalado,latitud,longitud
3343-RAGOES-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,22/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.450252,-99.111394
3344-MACRAM-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,27/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426924,-99.055706
3347-GAMAMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,05/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.44981,-99.11196
3348-MAGOSI-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,28/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42989,-99.06042
3348-SOMOMA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,18/05/2024,IZTAPALAPA,Programa SCALL,19.358249,-99.029669
3349-CHVEAL-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,18/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.448714,-99.105611
3349-VAORVE-IZA-24,SANTA CRUZ MEYEHUALCO (PBLO),SANTA CRUZ MEYEHUALCO (PBLO),NO APLICA,22/05/2024,IZTAPALAPA,Programa SCALL,19.341319,-99.039935
334-GOCOAL-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 3A SECC,AMPLIACI?ÙN MIGUEL HIDALGO 3A SECC,NO APLICA,16/04/2024,TLALPAN,Programa SCALL,19.2841,-99.2061
334-GUALFL-IZO-24,JUVENTINO ROSAS I,JUVENTINO ROSAS I,NO APLICA,12/06/2024,IZTACALCO,Programa SCALL,19.394171,-99.108651
334-HEVANA-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,28/03/2024,TLAHUAC,Programa SCALL,19.293415,-99.045392
3351-ALTOMA-IZA-24,SANTA MARTHA ACATITLA SUR (AMPL),SANTA MARTHA ACATITLA SUR (AMPL),NO APLICA,01/06/2024,IZTAPALAPA,Programa SCALL,19.373415,-99.022419
3351-ROREMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,12/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.451749,-99.107093
3352-GOBAYO-IZA-24,JACARANDAS,JACARANDAS,NO APLICA,30/05/2024,IZTAPALAPA,Programa SCALL,19.34422,-99.05142
3352-MAGOMA-VEA-24,EL ARENAL 1A SECCION,EL ARENAL 1A SECCION,NO APLICA,27/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428658,-99.054459
3353-VASAMA-IZA-24,DESARROLLO URBANO QUETZALCOATL,DESARROLLO URBANO QUETZALCOATL,NO APLICA,04/06/2024,IZTAPALAPA,Programa SCALL,19.321661,-99.036887
3354-VIRORO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,19/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.448304,-99.105024
3355-MAGOMA-IZA-24,SANTA MARTHA ACATITLA SUR (AMPL),SANTA MARTHA ACATITLA SUR (AMPL),NO APLICA,06/07/2024,IZTAPALAPA,Programa SCALL,19.368115,-99.019145
3355-MAMASO-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,03/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428354,-99.057935
3357-GAMAMA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,20/06/2024,IZTAPALAPA,Programa SCALL,19.35353,-99.035867
3357-HECRMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,06/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.450798,-99.106217
3358-CETONO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,12/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.450724,-99.106556
3358-DESAMA-IZA-24,SAN PABLO (BARR),SAN PABLO (BARR),NO APLICA,03/05/2024,IZTAPALAPA,Programa SCALL,19.360296,-99.085604
335-HEESRA-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,19/04/2024,TLAHUAC,Programa SCALL,19.291111,-99.044955
335-HEGOBL-VEA-24,ROMERO RUBIO,ROMERO RUBIO,NO APLICA,12/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445122,-99.092777
335-SAFILI-IZO-24,TLACOTAL RAMOS MILLAN,TLACOTAL RAMOS MILLAN,NO APLICA,10/04/2024,IZTACALCO,Programa SCALL,19.39696,-99.10729
3361-LAREMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,18/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.44856,-99.107501
3361-VEGAMA-IZA-24,LA PLANTA,LA PLANTA,NO APLICA,02/07/2024,IZTAPALAPA,Programa SCALL,19.29318,-99.06353
3362-RIGAMA-IZA-24,EL TRIANGULO,EL TRIANGULO,NO APLICA,29/05/2024,IZTAPALAPA,Programa SCALL,19.322666,-99.051543
3364-VESEMA-IZA-24,LAS PE?ÊAS,LAS PE?ÊAS,NO APLICA,28/05/2024,IZTAPALAPA,Programa SCALL,19.334385,-99.052329
3365-VICAMA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,18/06/2024,IZTAPALAPA,Programa SCALL,19.35786,-99.032994
3367-LOGALU-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,20/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445464,-99.08448
3368-HEHEMA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,25/06/2024,IZTAPALAPA,Programa SCALL,19.350559,-99.035684
3368-VAIBHU-VEA-24,EL ARENAL 2A SECCION,EL ARENAL 2A SECCION,NO APLICA,04/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42462,-99.055975
336-MUFULU-TLN-24,ISIDRO FABELA II (ORIENTE),ISIDRO FABELA II (ORIENTE),NO APLICA,10/04/2024,TLALPAN,Programa SCALL,19.29963,-99.1722
3370-MOVAMA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,26/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429917,-99.058842
3370-RIGOMA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,20/06/2024,IZTAPALAPA,Programa SCALL,19.351549,-99.035437
3371-ALBAMA-IZA-24,EJTO CONSTITUCIONALISTA (SUPERMANZANA),EJTO CONSTITUCIONALISTA (SUPERMANZANA),NO APLICA,25/05/2024,IZTAPALAPA,Programa SCALL,19.382023,-99.052176
3372-VEROMA-VEA-24,EL ARENAL 2A SECCION,EL ARENAL 2A SECCION,NO APLICA,25/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426088,-99.058549
3373-SALOGE-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,02/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445447,-99.085429
3374-MOFEVE-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,06/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.427125,-99.058248
3374-ZATOMA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,26/07/2024,IZTAPALAPA,Programa SCALL,19.346944,-99.022207
3375-BATOMA-VEA-24,CARACOL (AMPL),CARACOL (AMPL),NO APLICA,29/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428531,-99.066874
3376-RUNAMA-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,20/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445028,-99.085042
3377-GAGAMA-IZA-24,JUAN ESCUTIA,JUAN ESCUTIA,NO APLICA,20/05/2024,IZTAPALAPA,Programa SCALL,19.395215,-99.049306
3377-GAOSJO-VEA-24,CARACOL (AMPL),CARACOL (AMPL),NO APLICA,13/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428181,-99.071454
3378-CASIJA-IZA-24,FRANCISCO VILLA,FRANCISCO VILLA,NO APLICA,22/05/2024,IZTAPALAPA,Programa SCALL,19.337282,-99.057004
3379-MENAMA-VEA-24,CARACOL (AMPL),CARACOL (AMPL),NO APLICA,21/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428002,-99.067212
3379-ROMUMA-IZA-24,SANTA MARTHA ACATITLA,SANTA MARTHA ACATITLA,NO APLICA,13/05/2024,IZTAPALAPA,Programa SCALL,19.365976,-99.019364
337-BESAVI-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,29/05/2024,TLAHUAC,Programa SCALL,19.290042,-99.043206
337-FUROMA-TLN-24,ISIDRO FABELA II (ORIENTE),ISIDRO FABELA II (ORIENTE),NO APLICA,19/04/2024,TLALPAN,Programa SCALL,19.30169,-99.1709
337-MAPAGU-VEA-24,AQUILES SERDAN,AQUILES SERDAN,NO APLICA,12/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.449304,-99.092454
337-SAGUAG-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,15/05/2024,XOCHIMILCO,Programa SCALL,19.24844,-99.0316
337-TAOSJU-IZO-24,TLACOTAL RAMOS MILLAN,TLACOTAL RAMOS MILLAN,NO APLICA,17/04/2024,IZTACALCO,Programa SCALL,19.395151,-99.107132
3380-AVSAJO-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,21/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444644,-99.084668
3381-COBEMA-IZA-24,LEYES DE REFORMA 2A SECCION,LEYES DE REFORMA 2A SECCION,NO APLICA,04/05/2024,IZTAPALAPA,Programa SCALL,19.371998,-99.065491
3381-SAAIED-VEA-24,CARACOL (AMPL),CARACOL (AMPL),NO APLICA,29/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428449,-99.069828
3383-QUVIMA-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,02/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428478,-99.053794
3384-ROCOMI-IZA-24,DESARROLLO URBANO QUETZALCOATL,DESARROLLO URBANO QUETZALCOATL,NO APLICA,25/05/2024,IZTAPALAPA,Programa SCALL,19.326823,-99.048533
3385-PEVEJU-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,08/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445282,-99.083182
3386-VEIBMO-VEA-24,PE?ÊON DE LOS BA?ÊOS,PE?ÊON DE LOS BA?ÊOS,NO APLICA,09/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445496,-99.082743
3387-MOPEMA-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,20/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.443936,-99.080334
3388-CRUBRA-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,21/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.443883,-99.080808
338-CECEMA-XOO-24,SAN LORENZO LA CEBADA,SAN LORENZO LA CEBADA,NO APLICA,28/05/2024,XOCHIMILCO,Programa SCALL,19.2852,-99.1215
338-FLCELO-IZA-24,ESTRELLA DEL SUR,ESTRELLA DEL SUR,NO APLICA,27/03/2024,IZTAPALAPA,Programa SCALL,19.34849,-99.099571
338-MALONA-IZO-24,TLACOTAL RAMOS MILLAN,TLACOTAL RAMOS MILLAN,NO APLICA,10/04/2024,IZTACALCO,Programa SCALL,19.396095,-99.107791
338-PAMABI-TLN-24,PARRES EL GUARDA (PBO),PARRES EL GUARDA (PBO),NO APLICA,17/06/2024,TLALPAN,Programa SCALL,19.13091,-99.181
338-ROMIYO-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,07/05/2024,TLAHUAC,Programa SCALL,19.28953,-99.043532
338-ZUGAAL-VEA-24,PE?ÊON DE LOS BA?ÊOS,PE?ÊON DE LOS BA?ÊOS,NO APLICA,20/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.44144,-99.079868
3391-CEHEAL-VEA-24,PE?ÊON DE LOS BA?ÊOS,PE?ÊON DE LOS BA?ÊOS,NO APLICA,27/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.443004,-99.079939
3392-SAGOJO-IZA-24,FRANCISCO VILLA,FRANCISCO VILLA,NO APLICA,28/05/2024,IZTAPALAPA,Programa SCALL,19.337553,-99.056529
3393-ALCARO-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,18/05/2024,IZTAPALAPA,Programa SCALL,19.375716,-99.013133
3394-ANPEIS-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,01/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.411701,-99.091759
3395-SAGOLA-IZA-24,LOS ANGELES,LOS ANGELES,NO APLICA,02/05/2024,IZTAPALAPA,Programa SCALL,19.34477,-99.065757
3396-CABESI-IZA-24,LOS ANGELES APANOAYA,LOS ANGELES APANOAYA,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.341085,-99.060011
3396-NUROAL-VEA-24,EL ARENAL 1A SECCION,EL ARENAL 1A SECCION,NO APLICA,08/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.430349,-99.055117
3398-PEGUED-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,03/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429867,-99.059687
3399-AGSAJO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,05/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.441642,-99.111142
3399-OLROMI-IZA-24,SANTA MARTHA ACATITLA,SANTA MARTHA ACATITLA,NO APLICA,06/07/2024,IZTAPALAPA,Programa SCALL,19.366616,-99.016571
339-BAPAMA-XOO-24,SANTA CRUZ ACALPIXCA (PBO),TETITLA LA GALLERA,NO APLICA,31/07/2024,XOCHIMILCO,Programa SCALL,19.255,-99.0717
339-MABAAL-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,04/04/2024,TLAHUAC,Programa SCALL,19.291851,-99.045148
339-MEGAEN-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,06/04/2024,IZTAPALAPA,Programa SCALL,19.330486,-99.098677
33-FEMEDI-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 2A SECC,SANT?ÏSIMA TRINIDAD,NO APLICA,20/06/2024,TLALPAN,Programa SCALL,19.27098,-99.1859
33-MAHUMA-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,06/07/2024,TLAHUAC,Programa SCALL,19.28561,-99.00972
33-PEVAEL-IZA-24,SAN ANDRES TETEPILCO (PBLO),SAN ANDRES TETEPILCO (PBLO),NO APLICA,19/03/2024,IZTAPALAPA,Programa SCALL,19.370603,-99.131829
33-URJIAR-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,23/03/2024,IZTACALCO,Programa SCALL,19.397741,-99.068005
3400-ALAMMA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,29/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429466,-99.053809
3402-GASOHI-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,13/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.442538,-99.110809
3405-ARPAMA-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,06/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429298,-99.059888
3406-ARGAPA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,05/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.441959,-99.111227
3406-SAMELI-IZA-24,LOS ANGELES,LOS ANGELES,NO APLICA,26/07/2024,IZTAPALAPA,Programa SCALL,19.344564,-99.065194
3407-ALSAAN-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,05/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42879,-99.053813
3408-CAMARA-IZA-24,SANTA MARTHA ACATITLA SUR (AMPL),SANTA MARTHA ACATITLA SUR (AMPL),NO APLICA,16/05/2024,IZTAPALAPA,Programa SCALL,19.366007,-99.018663
3408-ROSOJA-VEA-24,EL ARENAL 1A SECCION,EL ARENAL 1A SECCION,NO APLICA,20/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428909,-99.057776
3409-ARSOCA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,03/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42833,-99.054358
3409-CASAMA-IZA-24,LA ERA,LA ERA,NO APLICA,10/06/2024,IZTAPALAPA,Programa SCALL,19.337545,-99.055726
340-MAMUDA-IZO-24,LOS REYES (BARR),LOS REYES (BARR),NO APLICA,03/04/2024,IZTACALCO,Programa SCALL,19.395695,-99.117449
340-RAHEJO-XOO-24,SANTA CRUZ ACALPIXCA (PBO),TETITLA LA GALLERA,NO APLICA,27/07/2024,XOCHIMILCO,Programa SCALL,19.255,-99.0717
3411-ROGARA-IZA-24,SANTA MARIA AZTAHUACAN (AMPL),SANTA MARIA AZTAHUACAN (AMPL),NO APLICA,09/05/2024,IZTAPALAPA,Programa SCALL,19.358102,-99.029742
3412-BAJAJO-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,17/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.430239,-99.059674
3415-ORGUIG-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,06/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.440693,-99.111942
3416-BAGUJU-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,27/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42993,-99.05492
3416-ORBORE-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,27/06/2024,IZTAPALAPA,Programa SCALL,19.35795,-99.033634
3417-ACMEMA-IZA-24,VALLE DE LUCES,VALLE DE LUCES,NO APLICA,13/06/2024,IZTAPALAPA,Programa SCALL,19.338834,-99.097013
3418-FRBAYO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,01/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.441854,-99.111505
3418-TOSAMA-IZA-24,LOS ANGELES,LOS ANGELES,NO APLICA,26/07/2024,IZTAPALAPA,Programa SCALL,19.344564,-99.065194
3419-BAVERI-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,04/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429601,-99.059874
341-DEESES-XOO-24,BARRIO SAN ESTEBAN,BARRIO SAN ESTEBAN,NO APLICA,15/04/2024,XOCHIMILCO,Programa SCALL,19.26362,-99.0979
341-MORAFA-IZA-24,FUEGO NUEVO,FUEGO NUEVO,NO APLICA,06/04/2024,IZTAPALAPA,Programa SCALL,19.332331,-99.101359
341-SOVAAN-TLC-24,LA CONCHITA ZAPOTITLAN (LA CONCHITA I),LA CONCHITA ZAPOTITLAN (LA CONCHITA I),NO APLICA,23/03/2024,TLAHUAC,Programa SCALL,19.285836,-99.039309
3420-TELOMO-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,31/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.430025,-99.05996
3421-BAREMA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,29/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42815,-99.058218
3422-HERAAD-IZA-24,EL TRIANGULO,EL TRIANGULO,NO APLICA,25/06/2024,IZTAPALAPA,Programa SCALL,19.323741,-99.051416
3423-GASOMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,13/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.442538,-99.110809
3424-BAREAL-IZA-24,ESTRELLA DEL SUR,ESTRELLA DEL SUR,NO APLICA,29/05/2024,IZTAPALAPA,Programa SCALL,19.351141,-99.100067
3425-VAMAGI-VEA-24,EL ARENAL 1A SECCION,EL ARENAL 1A SECCION,NO APLICA,25/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428089,-99.057624
3426-GUDIMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,06/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.440811,-99.110973
3428-GOVERI-IZA-24,SANTA MARTHA ACATITLA,SANTA MARTHA ACATITLA,NO APLICA,26/07/2024,IZTAPALAPA,Programa SCALL,19.365826,-99.019062
3429-ARREGA-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,18/05/2024,IZTAPALAPA,Programa SCALL,19.35706,-99.026637
342-BLTLJA-IZA-24,SANTIAGO ACAHUALTEPEC (PBO),SANTIAGO ACAHUALTEPEC (PBO),NO APLICA,11/06/2024,IZTAPALAPA,Programa SCALL,19.349615,-99.00217
342-LORAAN-TLC-24,MIGUEL HIDALGO,MIGUEL HIDALGO,NO APLICA,30/04/2024,TLAHUAC,Programa SCALL,19.291073,-99.044832
342-TOMICE-VEA-24,PENSADOR MEXICANO I,PENSADOR MEXICANO I,NO APLICA,02/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445743,-99.083948
3430-JACAAL-IZA-24,MIXCOATL,MIXCOATL,NO APLICA,29/05/2024,IZTAPALAPA,Programa SCALL,19.325887,-99.049017
3433-GACOAL-IZA-24,RICARDO FLORES MAGON,RICARDO FLORES MAGON,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.353527,-99.099207
3434-FUHUMA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,18/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444058,-99.110262
3435-SAURAG-IZA-24,AMPLIACION EMILIANO ZAPATA,AMPLIACION EMILIANO ZAPATA,NO APLICA,07/06/2024,IZTAPALAPA,Programa SCALL,19.340057,-98.977976
3436-COREMA-IZA-24,LOS ANGELES,LOS ANGELES,NO APLICA,13/05/2024,IZTAPALAPA,Programa SCALL,19.344271,-99.065879
3438-GOMUMA-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,29/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429866,-99.05362
3439-GOCAMA-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,02/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.43064,-99.060585
3439-MEDOMA-IZA-24,LA ERA,LA ERA,NO APLICA,30/05/2024,IZTAPALAPA,Programa SCALL,19.342297,-99.060533
343-MOCAJU-TLN-24,SAN MIGUEL TOPILEJO (PBO),SAN MIGUEL TOPILEJO (PBO),NO APLICA,25/04/2024,TLALPAN,Programa SCALL,19.19562,-99.1466
343-VEGAJU-IZO-24,LOS REYES (BARR),LOS REYES (BARR),NO APLICA,02/04/2024,IZTACALCO,Programa SCALL,19.395787,-99.116409
3441-MAGURO-IZA-24,SANTA MARIA AZTAHUACAN,SANTA MARIA AZTAHUACAN,NO APLICA,04/07/2024,IZTAPALAPA,Programa SCALL,19.357946,-99.033634
3442-GOBUMA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,29/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.430944,-99.055742
3443-XXBAAN-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,15/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.442293,-99.110663
3444-VEHEJU-IZA-24,PARAJE SAN JUAN,PARAJE SAN JUAN,NO APLICA,16/05/2024,IZTAPALAPA,Programa SCALL,19.34017,-99.067893
3445-AVBAAR-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,30/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428762,-99.05446
3446-VIGUMA-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,03/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429927,-99.055441
3447-ESZAMA-IZA-24,FRANCISCO VILLA,FRANCISCO VILLA,NO APLICA,21/05/2024,IZTAPALAPA,Programa SCALL,19.336564,-99.057416
3447-GOHEEL-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,02/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.427079,-99.057115
3448-ESARJU-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,18/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444058,-99.110262
3448-LACHJO-IZA-24,EJERCITO DE AGUA PRIETA,EJERCITO DE AGUA PRIETA,NO APLICA,09/05/2024,IZTAPALAPA,Programa SCALL,19.365931,-99.033646
3449-ZEJIAN-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,03/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.430497,-99.059411
344-GUPAMA-IZO-24,LOS REYES (BARR),LOS REYES (BARR),NO APLICA,04/04/2024,IZTACALCO,Programa SCALL,19.396988,-99.115008
344-JIESMA-TLN-24,PARRES EL GUARDA (PBO),PARRES EL GUARDA (PBO),NO APLICA,17/06/2024,TLALPAN,Programa SCALL,19.13215,-99.1808
344-ROHEHE-XOO-24,CERRILLOS SEGUNDA SECCI?ÙN,CERRILLOS SEGUNDA SECCI?ÙN,NO APLICA,28/03/2024,XOCHIMILCO,Programa SCALL,19.24467,-99.0194
344-VESOAH-IZA-24,EL MIRADOR,EL MIRADOR,NO APLICA,01/04/2024,IZTAPALAPA,Programa SCALL,19.337706,-99.10106
3450-GOHEJA-VEA-24,EL ARENAL 3A SECCION,EL ARENAL 3A SECCION,NO APLICA,09/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.428698,-99.055359
3450-PERAMA-IZA-24,LOS ANGELES,LOS ANGELES,NO APLICA,13/05/2024,IZTAPALAPA,Programa SCALL,19.34159,-99.066294
3452-GALOER-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,06/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.443039,-99.111805
3452-LOJAJU-IZA-24,CONSEJO AGRARISTA MEXICANO,CONSEJO AGRARISTA MEXICANO,NO APLICA,24/05/2024,IZTAPALAPA,Programa SCALL,19.323499,-99.057147
3453-ANLEMI-VEA-24,CUCHILLA PANTITLAN,CUCHILLA PANTITLAN,NO APLICA,01/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.421872,-99.061431
3454-GOPAAZ-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,14/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.427946,-99.05842
3455-AGMEVI-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,28/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.431347,-99.062036
