expediente,pueblo,scall_col,territorial,fecha_instalacion,alcaldia,instalado,latitud,longitud
118-MAVEMO-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 1A SECC,CUMBRES DE TEPETONGO,NO APLICA,08/04/2024,TLALPAN,Programa SCALL,19.27028,-99.1879
118-VAMARU-IZA-24,APATLACO,APATLACO,NO APLICA,10/04/2024,IZTAPALAPA,Programa SCALL,19.38059,-99.119387
1190-AGGREU-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,19/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.432,-99.059717
1190-CRGOMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,05/04/2024,IZTACALCO,Programa SCALL,19.386948,-99.061325
1190-GATONA-IZA-24,PUENTE BLANCO,PUENTE BLANCO,NO APLICA,22/05/2024,IZTAPALAPA,Programa SCALL,19.32987,-99.065482
1190-ZAGOCL-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,02/07/2024,TLALPAN,Programa SCALL,19.24344,-99.1721
1191-AMMEJO-XOO-24,SAN LUCAS ORIENTE,SAN LUCAS ORIENTE,NO APLICA,22/05/2024,XOCHIMILCO,Programa SCALL,19.24077,-99.1051
1191-DIZALE-VEA-24,MOCTEZUMA 2A SECCION I,MOCTEZUMA 2A SECCION I,NO APLICA,15/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.439506,-99.091368
1191-GACRPE-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,06/05/2024,TLALPAN,Programa SCALL,19.28479,-99.2297
1191-NOGAAR-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,06/06/2024,TLAHUAC,Programa SCALL,19.285451,-98.996308
1191-VACORO-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,20/04/2024,IZTACALCO,Programa SCALL,19.405445,-99.060285
1192-ALSEPA-IZO-24,SAN PEDRO IZTACALCO (BARR),SAN PEDRO IZTACALCO (BARR),NO APLICA,05/06/2024,IZTACALCO,Programa SCALL,19.392139,-99.126369
1192-DOGOCL-VEA-24,MOCTEZUMA 2A SECCION I,MOCTEZUMA 2A SECCION I,NO APLICA,01/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.435157,-99.09441
1192-HEROMA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,22/04/2024,TLALPAN,Programa SCALL,19.28986,-99.2223
1192-NEVAJU-XOO-24,SAN LORENZO ATEMOAYA (PBO),SAN LORENZO ATEMOAYA (PBO),NO APLICA,27/06/2024,XOCHIMILCO,Programa SCALL,19.24234,-99.1028
1192-VEROBR-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,14/05/2024,TLAHUAC,Programa SCALL,19.288739,-99.001826
1193-LAFAMA-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,13/05/2024,TLALPAN,Programa SCALL,19.28272,-99.2338
1193-MAMOJU-IZA-24,ERMITA ZARAGOZA,ERMITA ZARAGOZA,NO APLICA,08/04/2024,IZTAPALAPA,Programa SCALL,19.368927,-98.995947
1193-NACOHE-IZO-24,AMPLIACION RAMOS MILLAN,AMPLIACION RAMOS MILLAN,NO APLICA,26/06/2024,IZTACALCO,Programa SCALL,19.385291,-99.097589
1194-GACOAR-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,20/04/2024,IZTACALCO,Programa SCALL,19.403458,-99.059414
1194-MEHEMA-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,27/07/2024,TLALPAN,Programa SCALL,19.2822,-99.2178
1195-CAGALI-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,01/06/2024,TLAHUAC,Programa SCALL,19.288959,-99.010491
1195-GACRVE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,06/04/2024,IZTACALCO,Programa SCALL,19.386946,-99.060692
1195-ORESAD-IZA-24,VICENTE GUERRERO SUPER MANZANA (U HAB),VICENTE GUERRERO SUPER MANZANA (U HAB),NO APLICA,14/05/2024,IZTAPALAPA,Programa SCALL,19.353242,-99.058064
1195-ORGRDA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,22/04/2024,TLALPAN,Programa SCALL,19.28986,-99.2223
1196-DITRJU-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.447193,-99.106381
1196-RESACE-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,15/06/2024,TLAHUAC,Programa SCALL,19.290994,-99.000151
1196-ROTRRO-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,29/06/2024,TLALPAN,Programa SCALL,19.29405,-99.2228
1197-GASAEN-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,20/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.444528,-99.111375
1197-MAZUJO-TLC-24,BARRIO SAN AGUSTIN (SAN JUAN IXTAYOPAN),BARRIO SAN AGUSTIN (SAN JUAN IXTAYOPAN),NO APLICA,18/06/2024,TLAHUAC,Programa SCALL,19.243312,-99.001208
1197-TRGOIR-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,29/06/2024,TLALPAN,Programa SCALL,19.29405,-99.2228
1198-VAGOPO-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,23/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.442719,-99.112794
1198-VAMASI-IZO-24,LOS REYES (BARR),LOS REYES (BARR),NO APLICA,01/04/2024,IZTACALCO,Programa SCALL,19.395909,-99.117038
1199-AYHECE-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,28/06/2024,TLAHUAC,Programa SCALL,19.287759,-98.991742
1199-CHSAPA-IZA-24,CERRO DE LA ESTRELLA,CERRO DE LA ESTRELLA,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.325268,-99.076408
1199-VALEGE-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,30/04/2024,IZTACALCO,Programa SCALL,19.405837,-99.058412
1199-VAROCE-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,24/05/2024,TLALPAN,Programa SCALL,19.28496,-99.2367
119-BAHERI-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 2A SECC,CUMBRES DE TEPETONGO,NO APLICA,25/03/2024,TLALPAN,Programa SCALL,19.27185,-99.1882
119-CAVAMA-IZA-24,APATLACO,APATLACO,NO APLICA,03/04/2024,IZTAPALAPA,Programa SCALL,19.381351,-99.120553
119-CRVENO-VEA-24,EL ARENAL 4A SECCION,EL ARENAL 4A SECCION,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.431188,-99.0604
119-ENCATO-XOO-24,CERRILLOS III,CERRILLOS III,NO APLICA,30/05/2024,XOCHIMILCO,Programa SCALL,19.24535,-99.0268
11-GAEGBE-TLN-24,SAN PEDRO M?¸RTIR (PBO),SAN PEDRO M?¸RTIR (PBO),NO APLICA,19/03/2024,TLALPAN,Programa SCALL,19.26387,-99.1781
11-MAJAEL-IZO-24,PICOS IZTACALCO 2A,PICOS IZTACALCO 2A,NO APLICA,10/06/2024,IZTACALCO,Programa SCALL,19.388288,-99.106167
11-SISULI-IZA-24,VICENTE GUERRERO SUPER MANZANA (U HAB),VICENTE GUERRERO SUPER MANZANA (U HAB),NO APLICA,08/04/2024,IZTAPALAPA,Programa SCALL,19.353005,-99.053708
11-SOLOSA-TLC-24,DEL MAR (NORTE),DEL MAR (NORTE),NO APLICA,19/03/2024,TLAHUAC,Programa SCALL,19.286445,-99.066973
1200-MAALLI-TLC-24,SAN FRANCISCO TLALTENCO (PBO),SAN FRANCISCO TLALTENCO (PBO),NO APLICA,17/05/2024,TLAHUAC,Programa SCALL,19.29653,-99.012485
1200-ROVEPE-IZA-24,CERRO DE LA ESTRELLA,CERRO DE LA ESTRELLA,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.324718,-99.076499
1201-ARPIDA-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,03/05/2024,TLALPAN,Programa SCALL,19.28386,-99.227
1201-CAARAX-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,24/07/2024,XOCHIMILCO,Programa SCALL,19.19804,-99.1265
1201-MOLUJU-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,18/05/2024,TLAHUAC,Programa SCALL,19.288463,-98.991213
1202-DEGOZA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,03/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.44443,-99.111613
1202-NOSALI-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,01/06/2024,TLAHUAC,Programa SCALL,19.288401,-99.011324
1202-ROLEAG-IZA-24,PUENTE BLANCO,PUENTE BLANCO,NO APLICA,01/07/2024,IZTAPALAPA,Programa SCALL,19.328927,-99.066045
1202-ROREBE-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,27/07/2024,XOCHIMILCO,Programa SCALL,19.19793,-99.1244
1203-BACAJU-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,30/04/2024,TLALPAN,Programa SCALL,19.28602,-99.2268
1203-ORESJO-VEA-24,MOCTEZUMA 2A SECCION II,MOCTEZUMA 2A SECCION II,NO APLICA,01/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.431417,-99.093367
1203-SAFLDA-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,23/03/2024,XOCHIMILCO,Programa SCALL,19.19694,-99.1247
1204-PAPUMA-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,01/06/2024,TLAHUAC,Programa SCALL,19.290513,-99.011633
1204-PAREIS-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.44047,-99.111947
1205-BRVAMA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,21/06/2024,TLALPAN,Programa SCALL,19.29457,-99.2227
1205-HEDURE-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,15/06/2024,IZTACALCO,Programa SCALL,19.401464,-99.059431
1205-MAREGL-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,23/03/2024,XOCHIMILCO,Programa SCALL,19.19538,-99.1224
1205-OLAGFR-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.442734,-99.110894
1205-VIHECO-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,08/05/2024,TLAHUAC,Programa SCALL,19.281947,-99.003534
1206-CAVARO-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,15/04/2024,IZTAPALAPA,Programa SCALL,19.376402,-99.012465
1206-GUGAMA-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,20/04/2024,TLALPAN,Programa SCALL,19.28464,-99.2218
1206-MACAMA-TLC-24,SAN FRANCISCO TLALTENCO (PBO),SAN FRANCISCO TLALTENCO (PBO),NO APLICA,21/05/2024,TLAHUAC,Programa SCALL,19.29653,-99.012485
1207-ARCHJE-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,01/07/2024,IZTACALCO,Programa SCALL,19.41639,-99.064887
1207-CULOMA-IZA-24,LOS ANGELES,LOS ANGELES,NO APLICA,31/05/2024,IZTAPALAPA,Programa SCALL,19.348538,-99.074741
1207-GAACLU-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,27/07/2024,XOCHIMILCO,Programa SCALL,19.19709,-99.1254
1207-RUALMA-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,07/05/2024,TLALPAN,Programa SCALL,19.28271,-99.2336
1207-VAGOVI-VEA-24,MAGDALENA MIXHUCA,MAGDALENA MIXHUCA,NO APLICA,25/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.411564,-99.11458
1208-AVCAED-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,28/03/2024,TLAHUAC,Programa SCALL,19.28228,-99.0042
1208-HEREOS-TLN-24,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,NO APLICA,09/05/2024,TLALPAN,Programa SCALL,19.27608,-99.2385
1208-LIALJA-VEA-24,MICHOACANA,MICHOACANA,NO APLICA,02/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.449155,-99.115881
1208-RURORO-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,19/04/2024,IZTAPALAPA,Programa SCALL,19.373815,-99.014894
1209-FERERO-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,19/04/2024,IZTAPALAPA,Programa SCALL,19.376516,-99.015594
1209-NOSAMA-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,09/04/2024,TLAHUAC,Programa SCALL,19.288361,-99.011403
1209-VAORLU-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,04/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.414834,-99.096751
120-ALGULU-IZA-24,APATLACO,APATLACO,NO APLICA,10/04/2024,IZTAPALAPA,Programa SCALL,19.380792,-99.119018
120-LOMAJU-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,21/03/2024,TLAHUAC,Programa SCALL,19.295861,-99.053877
120-RABEGU-XOO-24,CERRILLOS SEGUNDA SECCI?ÙN,CERRILLOS SEGUNDA SECCI?ÙN,NO APLICA,19/03/2024,XOCHIMILCO,Programa SCALL,19.24386,-99.0196
120-VAMOJE-IZO-24,JARDINES TECMA,JARDINES TECMA,NO APLICA,25/03/2024,IZTACALCO,Programa SCALL,19.387676,-99.118019
1210-DEGODA-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,11/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.424225,-99.100994
1210-GAVAJE-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,02/07/2024,IZTACALCO,Programa SCALL,19.416112,-99.064931
1210-GOALRO-IZA-24,CASA BLANCA,CASA BLANCA,NO APLICA,22/05/2024,IZTAPALAPA,Programa SCALL,19.333805,-99.066867
1210-URBRRE-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,03/04/2024,XOCHIMILCO,Programa SCALL,19.19576,-99.1231
1211-MAJUAN-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,20/04/2024,IZTACALCO,Programa SCALL,19.384161,-99.064693
1211-MAVEAL-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,23/03/2024,XOCHIMILCO,Programa SCALL,19.1968,-99.1241
1211-NUPEMA-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,11/06/2024,TLAHUAC,Programa SCALL,19.290318,-99.009852
1212-PERAED-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,21/05/2024,TLAHUAC,Programa SCALL,19.293314,-98.998666
1212-RORESI-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,03/04/2024,XOCHIMILCO,Programa SCALL,19.19788,-99.1244
1213-AHCAJO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,19/04/2024,IZTACALCO,Programa SCALL,19.394041,-99.060631
1213-ANVIAD-TLN-24,2 DE OCTUBRE,2 DE OCTUBRE,NO APLICA,02/07/2024,TLALPAN,Programa SCALL,19.27113,-99.2301
1213-REDEMA-TLC-24,SAN FRANCISCO TLALTENCO (PBO),SAN FRANCISCO TLALTENCO (PBO),NO APLICA,07/06/2024,TLAHUAC,Programa SCALL,19.297073,-99.012754
1214-BEORCA-VEA-24,MICHOACANA,MICHOACANA,NO APLICA,20/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445544,-99.112171
1214-CRAGAT-XOO-24,LOMAS DE TONALCO,LOMAS DE TONALCO,NO APLICA,17/05/2024,XOCHIMILCO,Programa SCALL,19.24768,-99.0991
1214-DEGUGR-TLN-24,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,NO APLICA,06/05/2024,TLALPAN,Programa SCALL,19.27988,-99.2407
1214-DEMOSA-IZA-24,SAN NICOLAS TOLENTINO I,SAN NICOLAS TOLENTINO I,NO APLICA,15/05/2024,IZTAPALAPA,Programa SCALL,19.333267,-99.072285
1214-GARESA-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,22/06/2024,TLAHUAC,Programa SCALL,19.28188,-99.0043
1214-MAVAJO-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,08/06/2024,IZTACALCO,Programa SCALL,19.415677,-99.065637
1215-APGOGU-TLN-24,PEDREGAL DE SAN NICOLAS 5A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 5A SECCI?ÙN,NO APLICA,07/05/2024,TLALPAN,Programa SCALL,19.27481,-99.2372
1215-ELFEDA-VEA-24,JAMAICA,JAMAICA,NO APLICA,15/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.405358,-99.124716
1215-HECHEL-TLC-24,AMPL SELENE,AMPL SELENE,NO APLICA,18/05/2024,TLAHUAC,Programa SCALL,19.288295,-98.991179
1215-PELOMA-XOO-24,SAN LUCAS XOCHIMANCA (PBO),SAN LUCAS XOCHIMANCA (PBO),NO APLICA,18/06/2024,XOCHIMILCO,Programa SCALL,19.23613,-99.1058
1215-TOHEEL-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,07/06/2024,IZTACALCO,Programa SCALL,19.394795,-99.065729
1216-ACVIUL-VEA-24,MICHOACANA,MICHOACANA,NO APLICA,27/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.446194,-99.115979
1216-FLSAIR-TLN-24,CHICHICASPATL,CHICHICASPATL,NO APLICA,09/05/2024,TLALPAN,Programa SCALL,19.27537,-99.2426
1216-GAMEAD-XOO-24,SAN MATEO XALPA (PBO),SAN MATEO XALPA (PBO),NO APLICA,12/06/2024,XOCHIMILCO,Programa SCALL,19.23333,-99.1229
1217-DICATE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,18/04/2024,IZTACALCO,Programa SCALL,19.385527,-99.060852
1217-HEIBMA-TLC-24,LA CONCHITA ZAPOTITLAN (LA CONCHITA I),LA CONCHITA ZAPOTITLAN (LA CONCHITA I),NO APLICA,08/06/2024,TLAHUAC,Programa SCALL,19.283681,-99.032591
1217-HEVAST-IZA-24,SANTA MARTHA ACATITLA NTE (AMPL) I,SANTA MARTHA ACATITLA NTE (AMPL) I,NO APLICA,19/04/2024,IZTAPALAPA,Programa SCALL,19.379421,-99.021028
1217-SUMOCE-XOO-24,SAN MATEO XALPA (PBO),SAN MATEO XALPA (PBO),NO APLICA,04/06/2024,XOCHIMILCO,Programa SCALL,19.23315,-99.1209
1218-AVORMA-TLN-24,CHICHICASPATL,CHICHICASPATL,NO APLICA,14/06/2024,TLALPAN,Programa SCALL,19.27429,-99.244
1218-CAYARO-VEA-24,MICHOACANA,MICHOACANA,NO APLICA,17/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.44533,-99.116396
1218-QUHETE-IZA-24,PUENTE BLANCO,PUENTE BLANCO,NO APLICA,01/07/2024,IZTAPALAPA,Programa SCALL,19.330766,-99.06546
1218-RACHSA-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,01/07/2024,IZTACALCO,Programa SCALL,19.41639,-99.064887
1218-REHEFI-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,28/05/2024,TLAHUAC,Programa SCALL,19.290994,-99.000151
1219-HUMEEV-XOO-24,SAN MATEO XALPA (PBO),SAN MATEO XALPA (PBO),NO APLICA,06/06/2024,XOCHIMILCO,Programa SCALL,19.23335,-99.1221
1219-LACAAD-TLC-24,SANTA CECILIA,SANTA CECILIA,NO APLICA,15/06/2024,TLAHUAC,Programa SCALL,19.28042,-99.01024
1219-RUVEOB-TLN-24,CHICHICASPATL,CHICHICASPATL,NO APLICA,22/05/2024,TLALPAN,Programa SCALL,19.27456,-99.2438
121-DIARAG-IZO-24,SANTIAGO NORTE (BARR),SANTIAGO NORTE (BARR),NO APLICA,25/03/2024,IZTACALCO,Programa SCALL,19.3906,-99.125407
121-ENVILU-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,28/03/2024,TLAHUAC,Programa SCALL,19.296307,-99.052873
121-ZAVEKA-XOO-24,CERRILLOS SEGUNDA SECCI?ÙN,CERRILLOS SEGUNDA SECCI?ÙN,NO APLICA,28/03/2024,XOCHIMILCO,Programa SCALL,19.24337,-99.0199
1220-RAMAHI-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,29/04/2024,XOCHIMILCO,Programa SCALL,19.25373,-99.0288
1221-BACARO-TLN-24,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,NO APLICA,15/06/2024,TLALPAN,Programa SCALL,19.27859,-99.2296
1221-FUSAAL-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,11/04/2024,IZTACALCO,Programa SCALL,19.415844,-99.064953
1221-GAPAIG-XOO-24,SAN MATEO XALPA (PBO),SAN MATEO XALPA (PBO),NO APLICA,06/06/2024,XOCHIMILCO,Programa SCALL,19.23335,-99.1221
1222-MACHAN-TLC-24,LA CONCHITA ZAPOTITLAN (LA CONCHITA I),LA CONCHITA ZAPOTITLAN (LA CONCHITA I),NO APLICA,12/06/2024,TLAHUAC,Programa SCALL,19.29284,-99.0344
1222-RASURI-XOO-24,SAN MATEO XALPA (PBO),SAN MATEO XALPA (PBO),NO APLICA,26/06/2024,XOCHIMILCO,Programa SCALL,19.23315,-99.1209
1222-VIMAVE-IZA-24,CASA BLANCA,CASA BLANCA,NO APLICA,27/05/2024,IZTAPALAPA,Programa SCALL,19.332009,-99.06953
1223-ARCOGL-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,09/04/2024,IZTACALCO,Programa SCALL,19.415326,-99.068714
1223-MAVEAG-TLC-24,BARRIO SAN MATEO (SAN PEDRO TLAHUAC),BARRIO SAN MATEO (SAN PEDRO TLAHUAC),NO APLICA,01/07/2024,TLAHUAC,Programa SCALL,19.26919,-99.0006
1223-VARAER-VEA-24,MICHOACANA,MICHOACANA,NO APLICA,17/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.445325,-99.116099
1224-FUSUJO-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,24/06/2024,XOCHIMILCO,Programa SCALL,19.19575,-99.12
1224-HEBEGR-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,13/06/2024,IZTACALCO,Programa SCALL,19.405125,-99.078601
1224-MEFEHE-TLC-24,SELENE (1A SECCION),SELENE (1A SECCION),NO APLICA,05/04/2024,TLAHUAC,Programa SCALL,19.281512,-99.00126
1224-NELIIS-VEA-24,SEVILLA,SEVILLA,NO APLICA,22/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.410236,-99.12286
1225-LOVAAG-TLC-24,DEL MAR (SUR),DEL MAR (SUR),NO APLICA,23/03/2024,TLAHUAC,Programa SCALL,19.293532,-99.055464
1225-MUSAJU-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,11/06/2024,IZTACALCO,Programa SCALL,19.416416,-99.064932
1225-TOCALI-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,24/06/2024,XOCHIMILCO,Programa SCALL,19.19595,-99.119
1226-COCUFR-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,20/04/2024,TLALPAN,Programa SCALL,19.29379,-99.2209
1226-VAMAAL-TLC-24,BARRIO SAN MATEO (SAN PEDRO TLAHUAC),BARRIO SAN MATEO (SAN PEDRO TLAHUAC),NO APLICA,01/07/2024,TLAHUAC,Programa SCALL,19.270003,-99.002335
1227-ALORIS-TLN-24,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,NO APLICA,24/06/2024,TLALPAN,Programa SCALL,19.27936,-99.2356
1227-ENMAAL-IZA-24,SANTA MARTHA ACATITLA SUR (AMPL),SANTA MARTHA ACATITLA SUR (AMPL),NO APLICA,06/07/2024,IZTAPALAPA,Programa SCALL,19.377903,-99.024379
1227-MOGAMI-XOO-24,SAN FRANCISCO TLALNEPANTLA (PBO),SAN FRANCISCO TLALNEPANTLA (PBO),NO APLICA,29/06/2024,XOCHIMILCO,Programa SCALL,19.19845,-99.1215
1227-VEBAMA-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,08/04/2024,IZTACALCO,Programa SCALL,19.415521,-99.064908
