fecha_toma_muestra,pruebas_totales,positivos_totales,pruebas_totales_cdmx,positivos_totales_cdmx,tasa_positividad,tasa_positividad_cdmx
2021-04-17,3594,321,3168,277,0.08931552587646077,0.08743686868686869
2021-04-18,2295,187,1964,167,0.08148148148148149,0.08503054989816701
2021-04-19,11307,960,9813,846,0.08490315733616344,0.08621216753286456
2021-04-20,11866,1099,10331,948,0.0926175627844261,0.0917626560836318
2021-04-21,11084,778,9536,680,0.07019126669072537,0.07130872483221476
2021-04-22,10532,961,9235,857,0.09124572730725408,0.09279913373037356
2021-04-23,10116,702,8765,610,0.0693950177935943,0.06959498003422704
2021-04-24,3194,258,2766,208,0.08077645585472762,0.07519884309472162
2021-04-25,2674,163,2331,140,0.06095736724008975,0.06006006006006006
2021-04-26,9650,826,8285,714,0.0855958549222798,0.08617984308992155
2021-04-27,9174,705,7958,639,0.07684761281883584,0.08029655692385021
2021-04-28,9544,768,8184,666,0.08046940486169321,0.0813782991202346
2021-04-29,8177,660,7105,571,0.08071419836125719,0.08036593947923998
2021-04-30,7122,496,6126,448,0.06964335860713283,0.07313091740124061
2021-05-01,2140,170,1841,141,0.0794392523364486,0.07658881042911461
2021-05-02,1659,165,1441,145,0.09945750452079566,0.10062456627342124
2021-05-03,7353,652,6240,568,0.08867129062967496,0.09102564102564102
2021-05-04,7179,618,6135,500,0.08608441287087339,0.08149959250203749
2021-05-05,7097,599,6077,506,0.08440185994082007,0.08326476880039493
2021-05-06,6668,544,5746,470,0.08158368326334733,0.08179603202227637
2021-05-07,6317,445,5483,378,0.0704448314073136,0.06894036111617728
2021-05-08,2192,172,1938,147,0.07846715328467153,0.07585139318885449
2021-05-09,1437,69,1232,62,0.04801670146137787,0.05032467532467533
2021-05-10,6027,502,5123,421,0.08329185332669653,0.08217841108725356
2021-05-11,7056,563,6015,478,0.07979024943310657,0.07946799667497922
2021-05-12,7524,602,6560,469,0.08001063264221159,0.07149390243902438
2021-05-13,7120,535,6104,428,0.07514044943820225,0.07011795543905636
2021-05-14,6809,506,5762,425,0.07431340872374798,0.07375911141964596
2021-05-15,2417,121,2002,112,0.05006206040546131,0.05594405594405594
2021-05-16,1471,82,1215,71,0.0557443915703603,0.05843621399176955
2021-05-17,7255,594,6281,474,0.08187456926257754,0.07546569017672346
2021-05-18,3713,292,3175,243,0.07864260705628871,0.07653543307086615
2021-05-19,7182,461,6153,387,0.06418824839877471,0.0628961482203803
2021-05-20,5859,327,5017,264,0.05581157194060419,0.05262108829978074
2021-05-21,5941,297,5202,272,0.04999158390843292,0.05228758169934641
2021-05-22,2440,141,2119,105,0.05778688524590164,0.04955167531854648
2021-05-23,1320,82,1091,68,0.06212121212121212,0.06232813932172319
2021-05-24,6614,418,5504,328,0.06319927426670699,0.05959302325581395
2021-05-25,6932,467,5922,393,0.06736872475476054,0.06636271529888552
2021-05-26,6993,467,6070,392,0.06678106678106678,0.06457990115321252
2021-05-27,6417,415,5601,344,0.06467196509272245,0.06141760399928584
2021-05-28,6117,337,5344,311,0.05509236553866274,0.05819610778443113
2021-05-29,1821,116,1607,100,0.06370126304228446,0.06222775357809583
2021-05-30,1474,83,1236,67,0.05630936227951153,0.05420711974110032
2021-05-31,6440,488,5592,441,0.07577639751552795,0.078862660944206
2021-06-01,7307,476,6296,420,0.06514301354865197,0.06670902160101652
2021-06-02,6355,545,5507,474,0.08575924468922108,0.08607227165425822
2021-06-03,5711,376,5059,350,0.0658378567676414,0.0691836331290769
2021-06-04,5945,416,4996,347,0.06997476871320438,0.06945556445156124
2021-06-05,1616,166,1443,147,0.10272277227722772,0.10187110187110188
2021-06-06,1026,107,837,87,0.10428849902534112,0.1039426523297491
2021-06-07,6174,604,5372,536,0.09782960803368966,0.09977661950856292
2021-06-08,7264,678,6397,612,0.09333700440528636,0.09566984523995622
2021-06-09,6960,657,6075,603,0.09439655172413793,0.09925925925925926
2021-06-10,5795,492,5117,432,0.08490077653149267,0.08442446746140317
2021-06-11,5981,454,5150,411,0.0759070389566962,0.07980582524271845
2021-06-12,2178,248,1902,217,0.11386593204775022,0.11409043112513144
2021-06-13,1373,150,1135,127,0.10924981791697014,0.11189427312775332
2021-06-14,6455,729,5638,661,0.11293570875290472,0.11724015608371764
2021-06-15,6181,695,5327,612,0.11244135253195275,0.11488642763281395
2021-06-16,6726,738,5923,669,0.10972346119536128,0.1129495188249198
2021-06-17,6988,738,6135,662,0.10560961648540355,0.10790546047269764
2021-06-18,6421,652,5685,593,0.1015418159165239,0.10430958663148636
2021-06-19,2170,339,1916,308,0.15622119815668203,0.16075156576200417
2021-06-20,2052,208,1832,189,0.101364522417154,0.10316593886462884
2021-06-21,6683,957,6042,885,0.14319916205297023,0.1464746772591857
2021-06-22,8154,1089,7130,1002,0.1335540838852097,0.14053295932678822
2021-06-23,8116,1142,7121,1044,0.14070970921636275,0.14660862238449657
2021-06-24,8692,1275,7523,1163,0.14668660837551772,0.15459258274624485
2021-06-25,7776,1120,6921,1037,0.1440329218106996,0.14983383904060107
2021-06-26,2980,497,2634,452,0.16677852348993288,0.1716021260440395
2021-06-27,2281,382,2035,336,0.1674704077159141,0.1651105651105651
2021-06-28,9031,1468,7914,1311,0.16255121249031115,0.16565579984836998
2021-06-29,9087,1538,7991,1411,0.1692527786948388,0.1765736453510199
2021-06-30,8385,1336,7307,1222,0.15933214072748955,0.16723689612700152
2021-07-01,8097,1505,7211,1377,0.1858713103618624,0.1909582582166135
2021-07-02,8459,1621,7577,1504,0.19163021633762856,0.19849544674673353
2021-07-03,3171,707,2814,615,0.2229580573951435,0.21855010660980811
2021-07-04,2452,441,2208,397,0.17985318107667211,0.17980072463768115
2021-07-05,10547,2218,9580,2054,0.2102967668531336,0.21440501043841337
2021-07-06,11647,2456,10200,2243,0.21086975186743367,0.21990196078431373
2021-07-07,11561,2688,10379,2487,0.23250583859527724,0.23961846035263512
2021-07-08,12971,2693,11566,2449,0.20761699175082876,0.21174131073837107
2021-07-09,12660,2712,11462,2492,0.21421800947867295,0.21741406386320017
2021-07-10,3914,839,3450,785,0.2143587123147675,0.22753623188405797
2021-07-11,3600,853,3197,761,0.23694444444444449,0.23803565842977792
2021-07-12,14578,3389,13049,3073,0.23247359034161064,0.23549697294811864
2021-07-13,16510,3521,14870,3248,0.2132646880678377,0.21842636180228647
2021-07-14,15800,3579,14116,3237,0.22651898734177217,0.2293142533295551
2021-07-15,16397,3454,14548,3141,0.2106482893212173,0.21590596645587024
2021-07-16,14744,3148,13207,2826,0.2135105805751492,0.21397743620807147
2021-07-17,5588,1127,4973,1026,0.20168217609162492,0.20631409611904283
2021-07-18,4874,1044,4149,929,0.2141977841608535,0.22390937575319353
2021-07-19,17563,4331,15586,3856,0.24659796162386835,0.24740151417939177
2021-07-20,18107,4342,16090,3917,0.2397967636825537,0.24344313238036047
2021-07-21,18968,4533,16877,4111,0.2389814424293547,0.2435859453694377
2021-07-22,19110,4344,16668,3798,0.2273155416012559,0.22786177105831537
2021-07-23,17482,3954,15401,3498,0.2261754947946459,0.22712810856437893
2021-07-24,6545,1701,5707,1465,0.25989304812834224,0.256702295426669
2021-07-25,6000,1306,5199,1107,0.21766666666666667,0.2129255626081939
2021-07-26,17758,4565,15602,3941,0.25706723730149794,0.2525958210485835
2021-07-27,19237,4774,16837,4208,0.2481675936996413,0.24992575874561976
2021-07-28,19509,4549,17152,4011,0.2331744323132913,0.23385027985074627
2021-07-29,19720,4774,17368,4205,0.24208924949290064,0.24211192998618147
2021-07-30,18553,4889,16525,4329,0.2635153344472592,0.2619667170953101
2021-07-31,5193,1458,4668,1273,0.2807625649913345,0.2727077977720651
2021-08-01,5375,1062,4474,907,0.1975813953488372,0.20272686633884668
2021-08-02,17980,4436,15844,3857,0.2467185761957731,0.243436001009846
2021-08-03,19866,5122,17613,4540,0.2578274438739555,0.25776415147902115
2021-08-04,19101,4951,16845,4312,0.2592010889482226,0.25598100326506384
2021-08-05,19543,4812,17206,4205,0.24622627027580207,0.24439149134023017
2021-08-06,17644,4357,15620,3774,0.24693946950804807,0.2416133162612036
2021-08-07,6509,1823,5740,1606,0.28007374404670454,0.27979094076655053
2021-08-08,5192,1228,4603,1086,0.236517719568567,0.2359330871170975
2021-08-09,17291,4375,15127,3779,0.2530218032502458,0.24981820585707676
2021-08-10,20478,4842,18098,4253,0.23644887196015235,0.23499834235827163
2021-08-11,21605,5375,19101,4761,0.24878500347141863,0.24925396576095493
2021-08-12,21796,4556,19243,4042,0.20902917966599377,0.2100504079405498
2021-08-13,19900,4203,17581,3705,0.21120603015075376,0.21073886582105683
2021-08-14,6845,1757,6053,1575,0.2566837107377648,0.2602015529489509
2021-08-15,5425,938,4703,789,0.17290322580645162,0.16776525621943442
2021-08-16,17007,3347,14898,2914,0.1968013171047216,0.19559672439253592
2021-08-17,19256,4435,16823,3887,0.2303178230162027,0.2310527254354158
2021-08-18,22674,4689,19974,4196,0.20680074093675577,0.21007309502353055
2021-08-19,20891,3837,18369,3393,0.18366760806088747,0.18471337579617833
2021-08-20,19638,3804,17461,3372,0.1937060800488848,0.1931160872802245
2021-08-21,6586,1390,5688,1215,0.21105375037959304,0.2136075949367089
2021-08-22,5930,1021,5187,915,0.17217537942664418,0.17640254482359746
2021-08-23,17640,3476,15334,3004,0.19705215419501135,0.19590452589017868
2021-08-24,18839,3786,16417,3270,0.20096608100217633,0.1991837729183164
2021-08-25,18228,3417,15846,2960,0.18745885450954575,0.18679793007699105
2021-08-26,17979,3056,15688,2705,0.16997608320818733,0.1724247832738399
2021-08-27,16209,2757,14085,2405,0.17009069035720897,0.17074902378416756
2021-08-28,4696,1002,4099,873,0.21337308347529813,0.21297877531105147
2021-08-29,4044,634,3524,548,0.15677546983184965,0.15550510783200908
2021-08-30,14135,2559,12356,2190,0.1810399717014503,0.1772418258336031
2021-08-31,14868,2705,13024,2384,0.18193435566316923,0.18304668304668303
2021-09-01,15282,2620,13331,2331,0.1714435283339877,0.17485559972995274
2021-09-02,14577,2434,12725,2168,0.16697537216162447,0.1703732809430255
2021-09-03,15145,2442,13135,2159,0.16124133377352262,0.16437000380662353
2021-09-04,5320,970,4430,824,0.1823308270676692,0.18600451467268625
2021-09-05,4270,695,3650,602,0.16276346604215455,0.16493150684931507
2021-09-06,14217,2599,12480,2312,0.18280931279454177,0.18525641025641024
2021-09-07,13974,2524,12110,2229,0.18062115357091743,0.18406275805119737
2021-09-08,11950,2095,10385,1846,0.17531380753138076,0.1777563793933558
2021-09-09,12303,2039,10868,1824,0.16573193530033326,0.16783216783216784
2021-09-10,11979,1825,10355,1617,0.1523499457383755,0.15615644616127475
