aqi,aqi_alto,pm_1,alto_pm_1,pm_2.5,alto_pm_2.5,pm_10,alto_pm_10,temp,temp. alta,temp._baja,hum,alta_hum,hum_baja,punto_de_rocío,máxima_del_punto_de_rocío,mínima_del_punto_de_rocío,bulbo_húmedo,máxima_temperatura_de_bulbo_húmedo,mínima_de_la_temperatura_de_bulbo_húmedo,índice_de_calor,máxima_del_indice_de_calor,date,time
84.16666666666667,126.25,21.0,40.833333333333336,27.916666666666668,58.41666666666666,30.666666666666668,65.66666666666667,31.33333333333333,31.416666666666668,31.08333333333333,12.333333333333334,12.916666666666666,11.666666666666666,-1.4166666666666667,-0.4166666666666667,-1.9166666666666667,5.166666666666667,5.916666666666667,4.75,29.0,29.166666666666668,2024-02-28,16:00
89.66666666666667,123.5,22.33333333333333,40.91666666666666,30.416666666666668,55.66666666666666,33.75,64.16666666666667,28.75,28.916666666666668,28.75,14.416666666666666,14.833333333333334,13.583333333333334,-1.0,-0.75,-1.9166666666666667,5.25,5.75,4.666666666666667,26.916666666666668,27.08333333333333,2024-02-28,17:00
112.58333333333331,226.66666666666663,36.91666666666666,111.25,51.583333333333336,179.91666666666666,57.333333333333336,197.75,26.416666666666668,26.5,26.166666666666668,18.916666666666668,19.5,17.833333333333332,0.75,1.3333333333333333,0.0,6.833333333333333,7.166666666666667,6.25,25.0,25.166666666666668,2024-02-28,18:00
48.5,78.25,9.5,20.666666666666668,12.083333333333334,30.08333333333333,13.583333333333334,36.333333333333336,23.83333333333333,24.0,23.666666666666668,20.33333333333333,20.916666666666668,20.25,-0.3333333333333333,0.0833333333333333,-0.5,6.083333333333333,6.25,6.0,22.166666666666668,22.58333333333333,2024-02-28,19:00
40.583333333333336,68.16666666666667,8.083333333333334,14.916666666666666,9.916666666666666,20.25,11.166666666666666,24.0,22.0,22.0,21.75,18.33333333333333,18.58333333333333,18.08333333333333,-3.4166666666666665,-3.0,-3.4166666666666665,3.6666666666666665,3.9166666666666665,3.583333333333333,19.75,19.916666666666668,2024-02-28,20:00
33.833333333333336,59.5,6.666666666666667,12.666666666666666,8.416666666666666,17.166666666666668,9.0,20.166666666666668,21.0,21.0,20.916666666666668,17.166666666666668,17.333333333333332,16.583333333333332,-5.0,-4.75,-5.25,2.4166666666666665,2.583333333333333,2.333333333333333,18.25,18.416666666666668,2024-02-28,21:00
49.083333333333336,62.5,9.333333333333334,12.916666666666666,11.916666666666666,17.666666666666668,13.416666666666666,21.83333333333333,19.416666666666668,19.5,19.33333333333333,21.33333333333333,21.58333333333333,20.916666666666668,-3.333333333333333,-3.1666666666666665,-3.6666666666666665,3.5,3.5,3.25,16.583333333333332,16.833333333333332,2024-02-28,22:00
48.75,61.333333333333336,8.833333333333334,12.333333333333334,11.75,17.083333333333332,13.5,21.916666666666668,18.0,18.08333333333333,18.0,25.25,25.5,24.75,-2.1666666666666665,-2.083333333333333,-2.25,4.0,4.166666666666667,4.0,15.583333333333334,15.75,2024-02-28,23:00
63.66666666666666,77.75,13.833333333333334,17.583333333333332,19.5,25.08333333333333,22.0,32.416666666666664,16.75,16.916666666666668,16.75,31.25,31.5,29.58333333333333,-0.6666666666666666,-0.5,-1.25,5.333333333333333,5.416666666666667,4.833333333333333,15.0,15.0,2024-02-29,00:00
88.16666666666667,99.75,20.5,23.5,29.83333333333333,35.083333333333336,33.833333333333336,44.75,15.25,15.333333333333334,15.0,51.333333333333336,51.75,49.75,5.083333333333333,5.25,4.833333333333333,8.666666666666666,8.666666666666666,8.416666666666666,14.0,14.083333333333334,2024-02-29,01:00
90.75,102.91666666666669,21.25,24.08333333333333,31.0,36.333333333333336,35.0,45.75,14.0,14.0,14.0,60.083333333333336,60.41666666666666,59.333333333333336,6.333333333333333,6.416666666666667,6.0,9.0,9.0,9.0,13.083333333333334,13.166666666666666,2024-02-29,02:00
93.08333333333331,105.5,21.75,24.75,32.166666666666664,37.333333333333336,37.083333333333336,48.083333333333336,13.083333333333334,13.166666666666666,13.0,60.91666666666666,61.583333333333336,60.41666666666666,6.0,6.0,6.0,8.833333333333334,9.0,8.75,12.5,12.583333333333334,2024-02-29,03:00
94.25,106.91666666666669,22.08333333333333,25.08333333333333,32.583333333333336,37.91666666666666,37.833333333333336,47.75,12.333333333333334,12.416666666666666,12.166666666666666,64.41666666666667,64.5,63.833333333333336,6.0,6.0,6.0,8.25,8.333333333333334,8.0,12.0,12.0,2024-02-29,04:00
99.16666666666669,110.33333333333331,23.0,25.666666666666668,34.833333333333336,39.25,41.75,50.083333333333336,12.0,12.0,12.0,67.33333333333333,67.58333333333333,66.83333333333333,6.0,6.0,6.0,8.083333333333334,8.416666666666666,8.0,11.5,11.666666666666666,2024-02-29,05:00
106.08333333333331,117.25,24.916666666666668,27.75,37.41666666666666,42.083333333333336,45.833333333333336,53.5,12.0,12.0,12.0,69.58333333333333,69.66666666666667,69.0,6.0,6.0,6.0,8.0,8.0,8.0,11.0,11.0,2024-02-29,06:00
109.25,125.16666666666669,25.5,29.83333333333333,38.833333333333336,45.91666666666666,48.0,59.083333333333336,11.083333333333334,11.083333333333334,11.0,71.0,71.16666666666667,70.58333333333333,6.0,6.0,6.0,8.0,8.0,8.0,11.0,11.0,2024-02-29,07:00
121.0,131.41666666666666,29.0,31.83333333333333,43.583333333333336,47.833333333333336,54.5,61.833333333333336,14.333333333333334,14.5,13.833333333333334,62.16666666666666,64.16666666666667,62.16666666666666,7.25,7.416666666666667,7.0,9.833333333333334,10.0,9.416666666666666,13.833333333333334,13.833333333333334,2024-02-29,08:00
