year_day,aqi,aqi_alto,pm_1,alto_pm_1,pm_2.5,alto_pm_2.5,pm_10,alto_pm_10,temp,temp. alta,temp._baja,hum,alta_hum,hum_baja,punto_de_rocío,máxima_del_punto_de_rocío,mínima_del_punto_de_rocío,bulbo_húmedo,máxima_temperatura_de_bulbo_húmedo,mínima_de_la_temperatura_de_bulbo_húmedo,índice_de_calor,máxima_del_indice_de_calor
2024-04-10,80.09722222222223,92.20138888888889,18.615972222222222,22.779166666666665,26.3375,33.384027777777774,29.823611111111113,39.34583333333333,23.38888888888889,23.46527777777778,23.308333333333334,28.625,28.872916666666665,28.4,2.3291666666666666,2.5243055555555554,2.1708333333333334,7.575,7.717361111111111,7.457638888888889,21.702083333333334,21.763194444444444
2024-04-11,94.81875,105.50902777777777,22.19236111111111,25.26527777777778,32.23888888888889,37.46041666666667,39.19722222222222,47.27361111111111,20.42013888888889,20.491666666666667,20.33125,41.91875,42.23125,41.647222222222226,5.870833333333334,5.967361111111111,5.7555555555555555,9.86736111111111,9.959027777777777,9.795833333333333,19.229861111111113,19.302083333333332
2024-04-12,94.41944444444445,105.08680555555556,23.356944444444444,26.79513888888889,32.77708333333333,38.68958333333333,39.177083333333336,47.90625,21.45625,21.554166666666667,21.361805555555556,41.484027777777776,41.78333333333333,41.22083333333333,5.831944444444445,5.957638888888889,5.722222222222222,9.616666666666667,9.738888888888889,9.536111111111111,20.29375,20.375
2024-04-13,78.90347222222222,86.54375,18.665277777777778,20.677083333333332,25.138194444444444,28.581944444444446,29.047916666666666,34.7125,23.264583333333334,23.335416666666667,23.168055555555554,34.578472222222224,34.85625,34.35069444444444,3.801388888888889,3.995833333333333,3.6006944444444446,8.408333333333333,8.554166666666667,8.277777777777779,21.72361111111111,21.818055555555556
2024-04-14,74.01388888888889,81.55555555555556,17.288888888888888,19.238888888888887,23.110416666666666,26.40972222222222,26.365277777777777,31.685416666666665,23.992361111111112,24.05625,23.92361111111111,32.14513888888889,32.45,31.867361111111112,3.079861111111111,3.30625,2.859722222222222,7.788194444444445,7.98125,7.618055555555555,22.37013888888889,22.449305555555554
2024-04-15,99.775,109.79722222222222,25.07777777777778,28.958333333333332,35.35486111111111,41.71666666666667,41.91458333333333,50.74166666666667,25.14097222222222,25.195138888888888,25.077083333333334,31.593055555555555,31.87847222222222,31.349305555555556,4.377083333333333,4.592361111111111,4.188194444444444,8.936805555555555,9.093055555555555,8.80625,23.54861111111111,23.62986111111111
2024-04-16,97.09791666666666,105.725,23.791666666666668,26.744444444444444,33.793055555555554,38.547222222222224,40.764583333333334,47.422222222222224,26.325694444444444,26.395833333333332,26.240972222222222,29.477083333333333,29.778472222222224,29.233333333333334,3.7465277777777777,4.0159722222222225,3.5243055555555554,8.520833333333334,8.746527777777779,8.331944444444444,24.516666666666666,24.596527777777776
2024-04-17,104.36180555555555,113.29791666666667,25.994444444444444,28.99375,36.763194444444444,41.40138888888889,44.18541666666667,51.27777777777778,25.694444444444443,25.75625,25.613194444444446,34.24861111111111,34.53333333333333,34.00972222222222,6.270833333333333,6.440277777777778,6.108333333333333,10.50763888888889,10.626388888888888,10.384027777777778,24.31597222222222,24.375
2024-04-18,113.5,123.65972222222223,28.784027777777776,32.513888888888886,41.45763888888889,47.96944444444444,50.44305555555555,59.390972222222224,24.82847222222222,24.881944444444443,24.76527777777778,37.825694444444444,38.104166666666664,37.58402777777778,7.208333333333333,7.391666666666667,7.042361111111111,11.241666666666667,11.35625,11.115972222222222,23.618055555555557,23.677083333333332
2024-04-19,125.98263888888889,133.17152777777778,31.7375,34.33125,46.045833333333334,50.047916666666666,56.90208333333333,62.53263888888889,22.819444444444443,22.904166666666665,22.739583333333332,48.97152777777778,49.32361111111111,48.62361111111111,9.363888888888889,9.504166666666666,9.216666666666667,12.498611111111112,12.600694444444445,12.411111111111111,21.93263888888889,22.0
2024-04-20,134.89375,140.26527777777778,37.70625,40.52777777777778,55.45625,59.794444444444444,63.71805555555556,69.39097222222222,21.103472222222223,21.155555555555555,21.043055555555554,62.208333333333336,62.79375,61.71180555555556,11.731944444444444,11.952777777777778,11.541666666666666,13.934722222222222,14.116666666666667,13.791666666666666,20.674305555555556,20.7375
2024-04-21,112.01180555555555,118.66111111111111,27.87013888888889,29.89375,39.98888888888889,43.25833333333333,47.87152777777778,53.04097222222222,21.738888888888887,21.81388888888889,21.646527777777777,55.59305555555556,56.24930555555556,55.09166666666667,10.040277777777778,10.311805555555555,9.8125,12.6625,12.890972222222222,12.484722222222222,20.954166666666666,21.036805555555556
2024-04-22,116.40625,126.97430555555556,29.031944444444445,33.33611111111111,42.63194444444444,49.446527777777774,51.56388888888889,60.53611111111111,19.904166666666665,19.95625,19.840972222222224,61.50555555555555,62.02847222222222,61.06458333333333,11.05486111111111,11.227777777777778,10.911805555555556,13.409722222222221,13.547916666666667,13.270833333333334,19.372222222222224,19.440277777777776
2024-04-23,123.85119047619048,130.225,31.201190476190476,33.58095238095238,45.32261904761905,48.86547619047619,55.15952380952381,60.08690476190476,20.201190476190476,20.26309523809524,20.125,60.79642857142857,61.272619047619045,60.42261904761905,10.371428571428572,10.56547619047619,10.204761904761904,12.711904761904762,12.870238095238095,12.56904761904762,19.64047619047619,19.705952380952382
